sess,Type,lr,bsize,DS,emb_dim,weight_Decay,loss,X_nRMSE,Y_nRMSE,Z_nRMSE
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.061175357550382614,13.52366828918457,89.63082885742188,49.260650634765625
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.05085417255759239,13.666023254394531,74.88330078125,52.72001266479492
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.058872148394584656,16.54246711730957,67.97417449951172,59.32759475708008
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.06280800700187683,16.275259017944336,75.27298736572266,59.3078727722168
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.0622379407286644,15.431353569030762,64.74317169189453,52.20067596435547
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.05847301706671715,14.964661598205566,66.58638000488281,52.048362731933594
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.05854327604174614,15.327188491821289,76.45487213134766,51.58517074584961
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.055149078369140625,13.956009864807129,73.68708038330078,50.22574234008789
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.05463079735636711,14.015005111694336,72.20284271240234,51.86225128173828
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.05559612065553665,14.266504287719727,72.74075317382812,51.92808151245117
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.06908739358186722,16.284404754638672,86.66321563720703,59.18691635131836
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.048941582441329956,13.708606719970703,56.607208251953125,54.92420196533203
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.05892918258905411,17.021604537963867,66.98772430419922,57.701847076416016
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.05994145944714546,15.910432815551758,67.88639068603516,58.63246536254883
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.06350437551736832,16.0378360748291,62.235084533691406,55.29379653930664
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.058840278536081314,14.914531707763672,68.54207611083984,52.1965217590332
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.06426920741796494,16.11032485961914,83.10040283203125,57.317867279052734
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.054826769977808,13.91508674621582,69.47079467773438,51.11164855957031
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.05410785228013992,14.202065467834473,68.87258911132812,50.61674499511719
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.05882588028907776,14.614219665527344,77.47970581054688,56.50727844238281
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.05863780528306961,12.079822540283203,89.11669158935547,48.197845458984375
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.048259187489748,13.062739372253418,73.54815673828125,47.7939453125
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.06151651591062546,17.09110450744629,77.16919708251953,61.267333984375
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.05827958509325981,16.031177520751953,61.679622650146484,56.205509185791016
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.06889738887548447,14.265424728393555,77.85150909423828,63.03795623779297
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.05910637229681015,15.064775466918945,67.69951629638672,52.321372985839844
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.0648619756102562,15.887627601623535,87.42150115966797,58.02674102783203
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.06152631714940071,15.081066131591797,80.97500610351562,57.296592712402344
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.055240973830223083,14.525646209716797,73.05897521972656,51.19961929321289
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.06207059323787689,15.056628227233887,85.48148345947266,58.1579475402832
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.06260120123624802,13.59228229522705,91.20352935791016,51.124202728271484
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.04836253821849823,12.988677024841309,61.412227630615234,55.08932876586914
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.060757722705602646,16.99701690673828,67.42269897460938,61.95576858520508
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.060767412185668945,16.711084365844727,63.96986770629883,55.55744552612305
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.06656067073345184,15.352998733520508,75.65217590332031,54.7008056640625
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.058202967047691345,14.817607879638672,65.88823699951172,52.48949432373047
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.058046720921993256,14.726709365844727,74.72587585449219,52.3302001953125
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.05438296124339104,14.12796688079834,68.93030548095703,49.67242431640625
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.060248613357543945,14.887754440307617,79.8447265625,56.52824401855469
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.060039397329092026,14.91024398803711,81.04889678955078,56.266685485839844
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.05974193662405014,13.225175857543945,85.50988006591797,48.427215576171875
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.05643099546432495,17.51502799987793,58.95722961425781,60.555416107177734
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.061451006680727005,16.594820022583008,65.32743835449219,61.68485641479492
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.05837671831250191,15.93426513671875,64.63681030273438,55.848289489746094
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.06223880127072334,16.2519474029541,64.92394256591797,49.71250915527344
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.06039814651012421,15.21930980682373,71.59298706054688,53.223201751708984
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.06047786772251129,15.1886625289917,82.19819641113281,53.05311965942383
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.055087294429540634,14.214518547058105,66.57701110839844,51.541019439697266
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.05903336778283119,14.766899108886719,83.02664947509766,53.878746032714844
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.05803477019071579,14.740397453308105,76.88945770263672,54.286415100097656
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.06897104531526566,15.02265453338623,86.0461196899414,63.46321487426758
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.049007609486579895,12.82310962677002,58.65418243408203,56.93565368652344
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.06270868331193924,16.518529891967773,78.41654205322266,58.83289337158203
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.06554295867681503,17.6021728515625,60.87919235229492,62.73185729980469
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.05636841431260109,14.086830139160156,54.97492218017578,51.25485610961914
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.05998358502984047,15.039610862731934,69.75228881835938,54.22563934326172
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.05850464850664139,14.883697509765625,77.17063903808594,52.481773376464844
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.05515125021338463,13.844176292419434,73.56131744384766,50.583866119384766
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.06077291816473007,15.136579513549805,81.05908203125,57.618797302246094
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.058614686131477356,15.182915687561035,78.26431274414062,53.027042388916016
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.07205357402563095,16.4140567779541,85.20472717285156,65.56804656982422
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.05771483853459358,14.469808578491211,79.78407287597656,62.55557632446289
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.06330107897520065,16.97953987121582,78.66084289550781,59.40882873535156
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.059480130672454834,17.00225067138672,60.153404235839844,57.30800247192383
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.05990561097860336,14.950787544250488,57.623653411865234,54.551116943359375
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.05915427953004837,14.972713470458984,69.43608856201172,52.87296676635742
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.05859788879752159,15.440240859985352,75.4758529663086,50.915687561035156
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.06000494956970215,15.15299129486084,78.19231414794922,55.20785903930664
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.05474423989653587,14.16466236114502,73.15122985839844,50.50889587402344
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.05693664774298668,14.651984214782715,76.15858459472656,52.29678726196289
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.05967000871896744,13.956406593322754,83.98929595947266,46.90995407104492
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.05440511554479599,14.43126392364502,58.99155807495117,63.1903076171875
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.05885560065507889,16.4863338470459,71.57898712158203,57.375308990478516
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.06262149661779404,16.223899841308594,74.66056823730469,59.6455192565918
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.056330859661102295,17.114837646484375,48.2568473815918,50.07130432128906
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.06185610964894295,15.251105308532715,74.82794189453125,53.73244094848633
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.059210944920778275,15.030660629272461,77.58602142333984,52.49034118652344
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.055644940584897995,14.176568031311035,73.50563049316406,50.853824615478516
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.05742990970611572,14.584479331970215,77.88924407958984,52.90463638305664
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.058421045541763306,15.119673728942871,76.58562469482422,53.94314193725586
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.07119522243738174,15.26854133605957,91.91764068603516,64.98345947265625
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.04785135015845299,13.542869567871094,55.00092697143555,53.4544563293457
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.060255058109760284,16.816965103149414,69.07884979248047,59.21944046020508
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.0639827698469162,16.662878036499023,82.14225769042969,57.72674560546875
test,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.05667237564921379,16.96964454650879,47.144805908203125,50.68349838256836
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.0857393816113472,17.20401382446289,130.44631958007812,70.14569854736328
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.05914686247706413,15.056856155395508,74.28524017333984,53.69992446899414
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.056575655937194824,14.24492073059082,75.00958251953125,51.329158782958984
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.058322302997112274,14.741631507873535,78.73272705078125,54.05481719970703
train,angle,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.05763651430606842,14.624446868896484,76.52731323242188,53.654232025146484
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.02857346460223198,16.84657859802246,24.034955978393555,23.742225646972656
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.027267949655652046,15.6395263671875,17.14946174621582,15.341318130493164
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.03220512345433235,18.41041374206543,28.838666915893555,16.971782684326172
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.03265167027711868,16.263601303100586,20.94719696044922,14.799246788024902
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.04171545431017876,14.562198638916016,19.8197021484375,14.22990608215332
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.03246021270751953,16.38775634765625,21.849018096923828,18.154878616333008
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.03339538723230362,16.738731384277344,23.411346435546875,21.04859733581543
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.031033694744110107,16.01200294494629,20.093795776367188,19.310523986816406
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.030728917568922043,16.120487213134766,21.6595516204834,19.595157623291016
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,10.0,0.001,0.036064110696315765,16.49637794494629,22.02762222290039,21.560237884521484
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.028874149546027184,16.67353630065918,24.432865142822266,26.720060348510742
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.02859923616051674,15.854232788085938,16.965496063232422,17.534460067749023
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.032492611557245255,16.992780685424805,30.47087287902832,17.129575729370117
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.0346246138215065,17.222450256347656,20.96636962890625,19.466798782348633
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.039744261652231216,14.138795852661133,18.697050094604492,15.253096580505371
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.033268291503190994,16.6170654296875,21.88524627685547,19.715871810913086
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.03325636312365532,16.513090133666992,23.43826675415039,21.30669593811035
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.031317081302404404,16.205366134643555,20.138519287109375,20.000873565673828
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.03230462223291397,16.438491821289062,21.814184188842773,22.127168655395508
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,20.0,0.001,0.035588424652814865,16.36127281188965,21.77535057067871,20.750818252563477
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.0289491917937994,17.43584632873535,23.543134689331055,26.402193069458008
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.034498974680900574,16.870452880859375,20.396034240722656,25.643232345581055
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.03266097605228424,17.376800537109375,28.090442657470703,18.714725494384766
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.033373620361089706,16.396642684936523,21.737890243530273,15.914320945739746
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.040550630539655685,14.873050689697266,18.96278953552246,13.323434829711914
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.03326248377561569,16.526386260986328,21.94474220275879,19.214683532714844
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.03467036411166191,16.95301055908203,23.543346405029297,23.263416290283203
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.03230927512049675,16.162012100219727,20.5455265045166,21.19547462463379
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.03097233548760414,16.58573341369629,21.45159912109375,20.296886444091797
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,30.0,0.001,0.03447264805436134,16.3194637298584,21.608257293701172,19.27469825744629
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.029316026717424393,16.852970123291016,24.022823333740234,29.800395965576172
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.0276314839720726,15.455129623413086,16.53217887878418,15.743109703063965
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.031539611518383026,17.171798706054688,29.65509033203125,16.134153366088867
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.03574590012431145,16.36798095703125,23.532968521118164,18.820165634155273
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.04243816062808037,15.404796600341797,19.21856689453125,14.904994010925293
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.03254195302724838,16.24978256225586,21.42662811279297,18.881786346435547
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.03247898072004318,16.476966857910156,23.56165885925293,19.636913299560547
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.03244476392865181,16.272226333618164,20.023948669433594,22.399930953979492
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.03100094385445118,16.207618713378906,21.79655647277832,20.130489349365234
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,40.0,0.001,0.035365331918001175,16.388071060180664,22.035982131958008,20.336660385131836
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.02940397523343563,16.247333526611328,26.05748748779297,25.14064598083496
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.030471792444586754,15.633584976196289,18.02777862548828,22.03487205505371
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.03265886753797531,17.687501907348633,30.199438095092773,17.163908004760742
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.034857217222452164,16.21829605102539,23.18770408630371,17.790992736816406
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.040561821311712265,13.675850868225098,19.681913375854492,15.606776237487793
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.03464500606060028,16.587413787841797,22.849245071411133,21.525033950805664
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.034884389489889145,16.85544776916504,24.092815399169922,23.4432430267334
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.032723721116781235,16.225257873535156,20.515634536743164,22.104454040527344
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.03159577026963234,16.21604347229004,21.994857788085938,21.292644500732422
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,50.0,0.001,0.03677486255764961,16.56515121459961,21.902881622314453,22.861650466918945
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.027869880199432373,16.580671310424805,22.023588180541992,25.991363525390625
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.029297996312379837,16.696178436279297,15.889205932617188,20.387475967407227
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.03163686394691467,18.361474990844727,27.032716751098633,16.801328659057617
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.033882007002830505,16.438621520996094,22.303918838500977,16.185577392578125
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.04059535264968872,13.45098876953125,19.333343505859375,17.05514907836914
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.03264877572655678,16.273462295532227,21.606836318969727,18.931533813476562
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.03443550691008568,16.69342041015625,24.135211944580078,22.525405883789062
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.031199760735034943,15.940841674804688,20.075590133666992,19.374027252197266
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.03118937835097313,16.26091766357422,21.761106491088867,20.230148315429688
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,5.0,0.001,0.03573014214634895,16.34597396850586,22.210153579711914,20.462812423706055
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.02993696741759777,17.743627548217773,22.79827117919922,28.667936325073242
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.026325158774852753,15.29047679901123,16.00705909729004,14.952549934387207
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.03323051705956459,18.087379455566406,31.588333129882812,17.119016647338867
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.0333046019077301,16.373947143554688,22.817562103271484,15.625593185424805
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.04159798473119736,14.706474304199219,19.680065155029297,14.272761344909668
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.03270957991480827,16.32480239868164,21.87910270690918,18.83953094482422
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.0328047052025795,16.401836395263672,22.969207763671875,20.981731414794922
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.03255229443311691,16.12533187866211,20.417449951171875,22.036962509155273
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.0316324308514595,16.212421417236328,21.94196128845215,21.319734573364258
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,60.0,0.001,0.03486482799053192,16.444229125976562,21.511356353759766,20.079235076904297
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.029014043509960175,18.610977172851562,21.83631706237793,29.310407638549805
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.028452305123209953,15.397041320800781,16.065837860107422,18.85692024230957
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.032744280993938446,17.872495651245117,29.465639114379883,17.55057144165039
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.0365629717707634,17.823524475097656,20.857534408569336,21.650630950927734
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.041286543011665344,14.440695762634277,19.6613712310791,14.148929595947266
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.032994937151670456,16.325807571411133,22.401845932006836,18.604944229125977
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.033655598759651184,16.61795997619629,23.67447853088379,22.091039657592773
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.03179077059030533,16.104568481445312,20.181690216064453,20.223052978515625
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.033137258142232895,16.447404861450195,22.608701705932617,23.340639114379883
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,70.0,0.001,0.03448393940925598,16.331729888916016,21.23072052001953,19.0333194732666
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.029039481654763222,17.485017776489258,24.64183807373047,28.097021102905273
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.028080282732844353,15.768778800964355,16.364200592041016,14.538070678710938
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.03553205728530884,17.934532165527344,35.40709686279297,19.538583755493164
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.03561628609895706,16.379892349243164,24.15951919555664,18.22976303100586
test,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.04668264091014862,16.250385284423828,19.543384552001953,22.10026741027832
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.0319664366543293,16.244659423828125,21.649213790893555,17.51685333251953
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.0329868383705616,16.64171600341797,23.060321807861328,20.458738327026367
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.03255023434758186,16.066125869750977,20.35520362854004,21.97573471069336
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.03151492029428482,16.378923416137695,22.25235939025879,19.973234176635742
train,moBWHT,0.001,128.0,IWALQQ_AE_MOSTyle_2nd,80.0,0.001,0.03618108108639717,16.37002182006836,21.811939239501953,22.084630966186523
